946 3240
81 252 100
81 253 -44
81 254 -44
81 255 100
81 256 -44
81 257 100
81 258 100
81 259 100
81 260 100
81 261 -44
81 262 100
81 263 -44
81 264 -44
81 265 100
81 266 -44
81 267 100
81 268 100
81 269 -44
81 270 100
81 271 -44
81 272 -44
81 273 100
81 274 100
81 275 -44
81 276 100
81 277 -44
81 278 100
81 279 100
81 280 100
81 281 100
81 282 100
81 283 100
81 284 100
81 285 100
81 286 100
81 287 100
81 288 100
81 289 100
81 290 100
81 291 100
81 292 100
81 293 -44
81 294 -44
81 295 -44
81 296 100
81 297 100
81 298 100
81 299 100
81 300 -44
81 301 100
81 302 100
81 303 -44
81 304 100
81 305 100
81 306 100
81 307 -44
81 308 -44
81 309 100
81 310 -44
81 311 100
81 312 100
81 313 100
81 314 -44
81 315 -44
81 316 -44
81 317 100
81 318 -44
81 319 100
81 320 100
81 321 100
81 322 100
81 323 100
81 324 -44
81 325 100
81 326 -44
81 327 100
81 328 100
81 329 100
81 330 -44
81 331 100
81 332 100
81 333 100
81 334 100
81 335 100
81 336 -44
81 337 100
81 338 -44
81 339 -44
81 340 -44
81 341 -44
81 342 100
81 343 -44
81 344 100
81 345 100
81 346 100
81 347 -44
81 348 100
81 349 100
81 350 100
81 351 100
81 352 100
81 353 100
81 354 -44
81 355 -44
81 356 -44
81 357 100
81 358 100
81 359 -44
81 360 100
81 361 -44
81 362 -44
81 363 -44
81 364 100
81 365 100
81 366 -44
81 367 -44
81 368 100
81 369 -44
81 370 -44
81 371 100
81 372 100
81 373 100
81 374 100
81 375 -44
81 376 -44
81 377 100
81 378 100
81 379 100
81 380 100
81 381 100
81 382 100
81 383 -44
81 384 -44
81 385 -44
81 386 100
81 387 -44
81 388 -44
81 389 100
81 390 100
81 391 -44
81 392 100
81 393 -44
81 394 100
81 395 100
81 396 100
81 397 100
81 398 100
81 399 100
81 400 -44
81 401 -44
81 402 100
81 403 100
81 404 100
81 405 100
81 406 -44
81 407 -44
81 408 -44
81 409 -44
81 410 100
81 411 100
81 412 -44
81 413 100
81 414 -44
81 415 -44
81 416 100
81 417 100
81 418 100
81 419 100
81 420 100
81 421 -44
81 422 100
81 423 -44
81 424 100
81 425 100
81 426 100
81 427 -44
81 428 100
81 429 -44
81 430 100
81 431 100
81 432 100
81 433 100
81 434 -44
81 435 -44
81 436 100
81 437 100
81 438 100
81 439 -44
81 440 100
81 441 100
81 442 100
81 443 -44
81 444 -44
81 445 -44
81 446 -44
81 447 -44
81 448 100
81 449 -44
81 450 -44
81 451 -44
81 452 -44
81 453 -44
81 454 -44
81 455 -44
81 456 100
81 457 100
81 458 100
81 459 -44
81 460 -44
81 461 100
81 462 -44
81 463 100
81 464 -44
81 465 -44
81 466 100
81 467 100
81 468 -44
81 469 -44
81 470 -44
81 471 100
81 472 100
81 473 100
81 474 -44
81 475 100
81 476 100
81 477 100
81 478 -44
81 479 -44
81 480 100
81 481 100
81 482 100
81 483 -44
81 484 100
81 485 -44
81 486 100
81 487 -44
81 488 -44
81 489 -44
81 490 -44
81 491 100
81 492 -44
81 493 100
81 494 100
81 495 -44
81 496 100
81 497 100
81 498 -44
81 499 -44
81 500 100
81 501 -44
81 502 100
81 503 -44
81 504 100
81 505 100
81 506 100
81 507 100
81 508 -44
81 509 100
81 510 100
81 511 -44
81 512 100
81 513 100
81 514 -44
81 515 -44
81 516 100
81 517 -44
81 518 100
81 519 -44
81 520 -44
81 521 100
81 522 -44
81 523 -44
81 524 -44
81 525 100
81 526 100
81 527 -44
81 528 -44
81 529 100
81 530 100
81 531 -44
81 532 -44
81 533 -44
81 534 100
81 535 100
81 536 100
81 537 100
81 538 100
81 539 -44
81 540 100
81 541 -44
81 542 100
81 543 -44
81 544 -44
81 545 -44
81 546 100
81 547 100
81 548 -44
81 549 100
81 550 -44
81 551 -44
81 552 -44
81 553 -44
81 554 100
81 555 100
81 556 -44
81 557 -44
81 558 100
81 559 -44
81 560 -44
81 561 100
81 562 -44
81 563 100
81 564 -44
81 565 100
81 566 -44
81 567 100
81 568 100
81 569 100
81 570 100
81 571 100
81 572 100
81 573 -44
81 574 -44
81 575 -44
81 576 100
81 577 100
81 578 -44
81 579 -44
81 580 100
81 581 100
81 582 100
81 583 -44
81 584 -44
81 585 -44
81 586 100
81 587 100
81 588 -44
81 589 -44
81 590 100
81 591 -44
81 592 100
81 593 -44
81 594 100
81 595 -44
81 596 100
81 597 -44
81 598 -44
81 599 -44
81 600 100
81 601 100
81 602 -44
81 603 -44
81 604 -44
81 605 -44
81 606 -44
81 607 -44
81 608 100
81 609 100
81 610 100
81 611 -44
81 612 100
81 613 100
81 614 100
81 615 100
81 616 -44
81 617 -44
81 618 -44
81 619 -44
81 620 -44
81 621 -44
81 622 -44
81 623 100
81 624 100
81 625 -44
81 626 -44
81 627 100
81 628 -44
81 629 100
81 630 -44
81 631 -44
81 632 -44
81 633 -44
81 634 100
81 635 100
81 636 100
81 637 -44
81 638 100
81 639 100
81 640 -44
81 641 100
81 642 -44
81 643 -44
81 644 100
81 645 -44
81 646 100
81 647 100
81 648 -44
81 649 -44
81 650 100
81 651 -44
81 652 -44
81 653 100
81 654 100
81 655 -44
81 656 100
81 657 100
81 658 100
81 659 -44
81 660 -44
81 661 -44
81 662 -44
81 663 -44
81 664 -44
81 665 -44
81 666 -44
81 667 -44
81 668 100
81 669 100
81 670 -44
81 671 -44
81 672 100
81 673 100
81 674 -44
81 675 100
81 676 -44
81 677 -44
81 678 100
81 679 100
81 680 -44
81 681 -44
81 682 -44
81 683 100
81 684 100
81 685 100
81 686 -44
81 687 -44
81 688 -44
81 689 100
81 690 100
81 691 -44
81 692 100
81 693 -44
81 694 100
81 695 -44
81 696 100
81 697 -44
81 698 100
81 699 100
81 700 -44
81 701 100
81 702 100
81 703 100
81 704 100
81 705 100
81 706 -44
81 707 100
81 708 -44
81 709 100
81 710 -44
81 711 -44
81 712 100
81 713 100
81 714 -44
81 715 100
81 716 100
81 717 -44
81 718 100
81 719 100
81 720 100
81 721 -44
81 722 100
81 723 100
81 724 100
81 725 100
81 726 100
81 727 100
81 728 -44
81 729 -44
81 730 -44
81 731 100
81 732 100
81 733 100
81 734 100
81 735 100
81 736 -44
81 737 -44
81 738 -44
81 739 100
81 740 -44
81 741 100
81 742 100
81 743 -44
81 744 -44
81 745 100
81 746 100
81 747 100
81 748 100
81 749 -44
81 750 -44
81 751 100
81 752 -44
81 753 -44
81 754 -44
81 755 100
81 756 100
81 757 100
81 758 100
81 759 -44
81 760 -44
81 761 100
81 762 100
81 763 100
81 764 -44
81 765 -44
81 766 -44
81 767 -44
81 768 -44
81 769 100
81 770 100
81 771 100
81 772 100
81 773 100
81 774 -44
81 775 -44
81 776 -44
81 777 -44
81 778 -44
81 779 100
81 780 100
81 781 100
81 782 -44
81 783 100
81 784 -44
81 785 100
81 786 -44
81 787 -44
81 788 -44
81 789 -44
81 790 100
81 791 100
81 792 -44
81 793 -44
81 794 -44
81 795 100
81 796 -44
81 797 100
81 798 100
81 799 100
81 800 100
81 801 100
81 802 100
81 803 100
81 804 100
81 805 -44
81 806 -44
81 807 100
81 808 -44
81 809 100
81 810 -44
81 811 100
81 812 -44
81 813 100
81 814 100
81 815 100
81 816 -44
81 817 -44
81 818 -44
81 819 -44
81 820 100
81 821 -44
81 822 -44
81 823 -44
81 824 100
81 825 -44
81 826 -44
81 827 -44
81 828 100
81 829 -44
81 830 -44
81 831 -44
81 832 -44
81 833 100
81 834 100
81 835 100
81 836 -44
81 837 -44
81 838 100
81 839 -44
81 840 100
81 841 -44
81 842 -44
81 843 -44
81 844 100
81 845 -44
81 846 -44
81 847 100
81 848 100
81 849 -44
81 850 -44
81 851 100
81 852 -44
81 853 -44
81 854 -44
81 855 -44
81 856 100
81 857 -44
81 858 100
81 859 -44
81 860 100
81 861 -44
81 862 -44
81 863 100
81 864 -44
81 865 100
81 866 100
81 867 100
81 868 100
81 869 -44
81 870 -44
81 871 100
81 872 100
81 873 100
81 874 -44
81 875 -44
81 876 -44
81 877 -44
81 878 -44
81 879 100
81 880 -44
81 881 100
81 882 100
81 883 -44
81 884 100
81 885 100
81 886 -44
81 887 -44
81 888 100
81 889 -44
81 890 100
81 891 -44
81 892 100
81 893 -44
81 894 -44
81 895 -44
81 896 100
81 897 -44
81 898 -44
81 899 100
81 900 100
81 901 -44
81 902 100
81 903 100
81 904 -44
81 905 100
81 906 100
81 907 -44
81 908 -44
81 909 100
81 910 -44
81 911 100
81 912 100
81 913 -44
81 914 -44
81 915 -44
81 916 100
81 917 100
81 918 100
81 919 100
81 920 -44
81 921 100
81 922 100
81 923 100
81 924 -44
81 925 -44
81 926 100
81 927 -44
81 928 100
81 929 -44
81 930 100
81 931 -44
81 932 100
81 933 -44
81 934 -44
81 935 -44
81 936 100
81 937 100
81 938 -44
81 939 100
81 940 -44
81 941 -44
81 942 100
81 943 100
81 944 100
81 945 -44
81 946 100
82 153 -100
82 240 -100
82 320 -100
82 332 100
82 639 -100
83 104 -100
83 183 -100
83 203 -100
83 922 -100
84 140 -100
84 215 -100
84 428 100
84 644 -100
84 696 -100
85 192 -100
85 445 -100
85 562 -100
85 850 -100
86 161 -100
86 263 -100
86 514 -100
86 585 -100
87 100 -100
87 356 -100
87 886 -100
88 198 -100
88 309 -100
88 378 -100
88 382 -100
88 497 -100
89 274 100
89 394 -100
89 504 -100
89 715 -100
89 888 -100
89 919 -100
90 469 -100
90 589 -100
90 839 -100
91 340 -100
91 394 -100
91 593 -100
91 913 -100
91 933 -100
92 383 -100
92 539 -100
92 704 -100
92 765 -100
92 796 -100
93 455 -100
93 662 -100
93 864 -100
94 240 -100
94 460 -100
94 557 -100
94 728 -100
94 861 -100
95 233 -100
95 328 -100
95 367 -100
95 438 100
95 500 -100
95 824 -100
96 432 -100
96 519 -100
96 836 -100
96 849 -100
96 931 -100
97 160 -100
97 343 -100
97 408 -100
97 418 -100
98 149 -100
98 273 -100
98 331 -100
98 428 -100
98 472 -100
98 565 -100
99 205 -100
99 565 -100
99 789 -100
99 901 -100
100 132 -100
100 841 -100
100 855 -100
101 139 -100
101 653 -100
101 835 -100
101 929 -100
101 930 -100
102 473 -100
102 525 -100
102 689 -100
102 693 -100
102 863 -100
103 284 -100
103 353 -100
103 398 -100
103 665 -100
104 224 -100
104 409 -100
104 490 -100
105 229 -100
105 908 -100
105 924 -100
106 195 -100
106 201 -100
106 280 -100
106 328 -100
106 608 -100
107 244 -100
107 250 -100
107 297 -100
107 390 -100
107 467 -100
108 140 -100
108 142 -100
108 210 -100
108 338 -100
108 941 -100
109 335 100
109 349 -100
109 372 -100
109 623 -100
109 641 -100
109 707 -100
110 114 100
110 236 -100
110 252 -100
110 567 100
110 657 -100
110 942 -100
111 370 -100
111 403 -100
111 482 -100
111 755 -100
112 123 -100
112 399 -100
112 725 -100
112 916 -100
113 200 -100
113 697 -100
114 282 -100
114 397 -100
114 413 -100
114 420 -100
114 698 -100
115 238 -100
115 471 -100
115 759 -100
116 379 -100
116 405 -100
116 509 -100
116 563 -100
116 596 -100
116 762 -100
117 317 -100
117 417 -100
117 641 -100
117 842 -100
118 342 -100
118 346 -100
118 402 -100
118 433 -100
119 357 -100
119 554 -100
119 685 -100
119 899 -100
120 491 -100
120 646 -100
120 692 -100
120 712 -100
120 834 -100
121 267 100
121 286 -100
121 582 -100
121 757 -100
122 189 -100
122 617 -100
122 793 -100
122 935 -100
123 132 -100
123 148 -100
123 249 -100
123 521 -100
123 813 100
124 519 -100
124 537 -100
124 836 -100
124 849 -100
124 931 -100
125 209 -100
125 334 -100
125 482 -100
125 580 -100
125 705 -100
125 815 -100
126 255 100
126 635 -100
126 650 -100
126 800 100
126 833 -100
127 271 -100
127 369 -100
127 787 -100
128 467 100
128 635 -100
128 650 -100
128 828 100
128 833 -100
129 194 -100
129 451 -100
129 676 -100
130 517 -100
130 607 -100
130 784 -100
130 882 -100
131 277 -100
131 391 -100
131 588 -100
131 692 -100
131 749 -100
132 221 -100
132 422 -100
132 448 -100
133 176 -100
133 701 -100
133 745 -100
133 863 -100
134 234 -100
134 245 -100
134 303 -100
134 388 -100
135 136 -100
135 496 -100
135 528 -100
135 556 -100
136 310 -100
136 622 -100
136 904 -100
137 247 -100
137 595 -100
137 898 -100
138 265 -100
138 360 -100
138 364 -100
138 516 -100
139 190 100
139 217 -100
139 390 -100
139 569 -100
139 634 -100
140 702 -100
141 376 -100
141 637 -100
141 805 -100
142 492 -100
142 806 -100
143 247 -100
143 595 -100
143 898 -100
144 182 -100
144 513 100
144 815 -100
145 233 -100
145 328 -100
145 500 -100
145 518 100
145 767 -100
145 824 -100
146 377 -100
146 466 -100
146 627 -100
146 725 100
146 932 -100
147 520 -100
147 545 -100
147 687 -100
147 822 -100
148 221 -100
148 422 -100
148 448 -100
148 886 -100
149 406 -100
149 425 -100
149 506 -100
149 512 -100
150 387 -100
150 651 -100
150 682 -100
150 737 -100
151 155 -100
151 222 -100
151 548 -100
151 731 -100
151 778 -100
152 550 -100
152 632 -100
152 729 -100
152 739 -100
152 743 -100
153 538 -100
153 667 -100
153 675 -100
154 295 -100
154 751 -100
154 832 -100
155 449 -100
155 777 -100
155 869 -100
156 173 -100
156 291 -100
156 538 100
156 713 -100
156 731 -100
156 798 -100
157 403 -100
157 482 -100
157 680 -100
157 755 -100
158 207 -100
158 493 -100
158 734 -100
158 795 -100
159 302 -100
159 596 -100
159 732 -100
159 746 -100
159 844 -100
160 179 -100
160 688 -100
160 812 -100
161 427 -100
161 620 -100
161 659 -100
162 195 -100
162 201 -100
162 233 -100
162 280 -100
162 491 -100
162 608 -100
163 211 -100
163 217 -100
163 248 -100
163 880 -100
164 333 -100
164 783 -100
164 790 -100
164 863 -100
164 872 -100
165 242 100
165 496 -100
165 656 -100
165 732 100
165 811 -100
165 912 -100
166 236 -100
166 252 -100
166 257 100
166 430 100
166 657 -100
166 942 -100
167 552 -100
167 663 -100
167 768 -100
167 852 -100
168 354 -100
168 511 -100
168 574 -100
168 627 -100
168 691 -100
169 179 -100
169 274 -100
169 411 -100
169 457 -100
169 867 -100
170 185 -100
170 279 100
170 534 -100
170 568 -100
170 704 -100
170 770 -100
171 256 -100
171 320 -100
171 378 -100
171 536 -100
171 570 -100
171 851 -100
172 187 -100
172 275 -100
172 367 -100
172 767 -100
173 332 -100
173 504 -100
173 510 -100
173 777 -100
174 394 -100
174 411 100
174 510 -100
174 715 -100
174 888 -100
174 919 -100
175 559 -100
175 707 -100
175 887 -100
175 891 -100
176 206 -100
176 263 -100
176 298 -100
176 571 -100
177 187 -100
177 275 -100
177 367 -100
177 767 -100
178 268 -100
178 319 -100
178 335 -100
178 476 -100
178 804 -100
178 946 -100
179 343 -100
179 408 -100
180 204 -100
180 242 -100
180 719 -100
180 923 -100
181 187 -100
181 275 -100
181 367 -100
181 767 -100
182 311 -100
182 426 -100
183 224 -100
183 409 -100
183 490 -100
184 468 -100
184 579 -100
184 810 -100
185 386 -100
185 526 -100
185 892 100
185 922 -100
185 936 -100
186 271 -100
186 369 -100
186 787 -100
187 544 -100
187 590 -100
188 244 -100
188 444 -100
188 459 -100
188 483 -100
188 495 -100
189 359 -100
189 599 -100
189 808 -100
189 865 -100
190 239 -100
190 276 -100
190 587 -100
190 781 -100
190 884 -100
191 315 -100
191 333 -100
191 355 -100
191 400 -100
191 700 -100
192 493 -100
192 734 -100
192 795 -100
193 416 -100
193 463 100
193 647 -100
193 799 -100
193 885 -100
194 421 -100
194 730 -100
195 234 -100
195 283 -100
195 683 -100
196 312 -100
196 335 -100
196 512 -100
196 668 -100
196 702 100
196 921 -100
197 262 -100
197 284 -100
197 285 -100
197 461 -100
197 638 -100
198 519 -100
198 836 -100
198 849 -100
198 931 -100
199 614 -100
199 619 -100
199 630 -100
199 640 -100
199 764 -100
200 336 -100
200 363 -100
200 866 -100
200 895 -100
201 283 -100
201 303 -100
201 683 -100
202 220 -100
202 329 -100
202 353 100
202 364 -100
202 739 -100
203 224 -100
203 409 -100
203 490 -100
204 306 100
204 368 -100
204 928 100
205 406 -100
205 750 -100
206 549 -100
206 689 -100
206 701 -100
206 745 -100
207 445 -100
207 562 -100
207 850 -100
208 756 -100
208 780 -100
208 813 -100
208 908 -100
208 944 -100
209 426 -100
209 546 -100
209 636 -100
210 492 -100
210 806 -100
211 564 -100
211 652 -100
211 929 -100
212 229 -100
212 908 -100
212 924 -100
213 314 -100
213 324 -100
213 481 -100
213 531 -100
213 664 -100
214 288 -100
214 293 -100
214 373 -100
214 678 -100
215 702 -100
215 806 -100
216 318 -100
216 462 -100
216 611 -100
217 653 -100
217 835 -100
217 930 -100
218 295 -100
218 832 -100
218 848 -100
219 383 -100
219 539 -100
219 568 -100
219 765 -100
219 796 -100
220 344 -100
220 442 -100
220 530 -100
220 744 -100
221 249 -100
221 352 -100
221 521 -100
221 780 100
222 449 -100
222 777 -100
222 869 -100
223 318 -100
223 462 -100
223 611 -100
224 936 -100
225 226 -100
225 300 -100
225 393 -100
225 437 -100
225 478 -100
226 412 -100
226 914 -100
227 349 -100
227 559 -100
227 887 -100
227 891 -100
228 261 -100
228 606 -100
228 875 -100
229 292 -100
229 621 -100
230 491 -100
230 610 -100
230 679 -100
230 687 -100
231 235 -100
231 333 -100
231 473 -100
231 783 -100
231 790 -100
231 872 -100
232 410 -100
232 434 -100
232 566 -100
232 714 -100
233 477 -100
233 540 100
233 590 -100
234 736 -100
234 766 -100
234 925 -100
235 237 -100
235 289 -100
235 392 -100
235 411 -100
235 727 -100
236 524 -100
236 742 -100
237 893 -100
237 900 -100
237 918 -100
238 501 -100
239 302 -100
239 404 -100
239 558 -100
239 805 -100
240 538 -100
240 675 -100
241 549 -100
241 592 -100
241 673 -100
241 909 -100
242 301 100
242 368 -100
243 435 -100
243 443 -100
243 533 -100
243 753 -100
244 286 -100
244 653 -100
244 791 -100
244 892 -100
245 608 -100
245 736 -100
245 766 -100
245 925 -100
246 259 -100
246 445 -100
246 562 -100
246 850 -100
247 266 -100
247 624 -100
247 717 -100
248 564 -100
248 652 -100
248 929 -100
249 356 -100
249 422 -100
249 448 -100
250 286 -100
250 791 -100
250 818 -100
250 835 -100
250 892 -100
251 318 -100
251 462 -100
251 611 -100
252 487 -100
252 742 -100
253 414 -100
253 633 -100
253 803 -100
253 910 -100
254 293 -100
254 605 -100
255 582 -100
255 757 -100
255 892 -100
256 474 -100
256 625 -100
256 645 -100
256 706 -100
257 352 -100
257 397 -100
257 413 -100
257 420 -100
257 698 -100
258 270 -100
258 345 -100
258 494 -100
258 658 -100
259 493 -100
259 734 -100
259 795 -100
260 437 -100
260 441 100
260 722 -100
260 943 -100
261 268 -100
261 485 -100
261 859 -100
262 350 -100
262 771 -100
263 427 -100
263 620 -100
263 659 -100
264 520 -100
264 545 -100
264 687 -100
264 822 -100
265 287 -100
265 327 -100
265 442 -100
265 594 -100
266 595 -100
266 898 -100
267 290 100
267 635 -100
267 650 -100
267 833 -100
268 379 -100
268 424 -100
268 654 -100
269 401 -100
269 532 -100
269 774 -100
270 290 -100
270 357 -100
270 800 -100
270 828 -100
270 934 -100
271 429 -100
271 762 -100
272 468 -100
272 579 -100
272 810 -100
273 425 -100
273 506 -100
273 512 -100
274 418 -100
274 547 -100
274 586 -100
275 477 -100
275 544 -100
276 302 -100
276 404 -100
276 558 -100
276 637 -100
277 823 -100
277 825 -100
277 826 -100
278 312 100
