3000 23544
29 1338 -10
29 1501 -10
29 1633 -10
29 1754 -10
29 2269 10
29 2810 -10
30 55 10
30 165 1
30 273 10
30 595 -10
30 705 -10
30 939 -10
30 1285 -1
30 1360 10
30 1418 -1
30 1828 -1
30 2212 10
30 2474 1
30 2754 -1
30 2877 1
31 102 -10
31 142 -1
31 154 -1
31 421 10
31 475 -1
31 500 -1
31 703 10
31 705 10
31 1063 1
31 1229 -10
31 1459 10
31 1488 1
31 2183 10
31 2289 -1
31 2370 1
31 2693 1
32 249 -1
32 320 -1
32 896 -1
32 1017 -1
32 1195 -1
32 1533 -1
32 2017 1
32 2635 -1
32 2838 -1
33 425 -1
33 857 1
33 1930 -1
33 2594 1
33 2690 -1
33 2771 1
34 64 -10
34 237 -10
34 313 10
34 733 10
34 1029 10
34 1088 -10
34 1229 10
34 1445 10
34 1893 10
34 2128 10
34 2176 10
34 2214 10
34 2392 -10
34 2930 -10
35 98 -10
35 747 -10
35 948 -10
35 1730 10
35 1738 10
35 2168 10
35 2182 10
35 2556 10
36 810 -10
36 1040 10
36 1374 10
36 1476 -10
36 1730 10
36 1761 -10
36 2468 -10
37 163 10
37 497 10
37 1322 10
37 1660 1
37 1721 -10
37 1745 1
37 2018 -1
37 2261 -10
37 2371 -1
37 2721 1
37 2735 -10
37 2960 1
38 386 10
38 769 -10
38 1008 10
38 1848 -10
38 2049 -10
38 2537 -10
39 257 -1
39 400 10
39 474 10
39 566 -1
39 794 10
39 971 1
39 1424 10
39 1635 1
39 1654 -10
39 1670 10
39 2635 -10
39 2685 1
39 2787 1
40 588 10
40 1041 1
40 1048 -10
40 1094 1
40 1154 1
40 1660 1
40 1840 -10
40 2194 1
40 2204 10
40 2267 10
40 2305 10
40 2461 1
41 73 -1
41 206 1
41 233 -1
41 267 -1
41 277 1
41 285 -10
41 349 1
41 381 1
41 479 -10
41 603 1
41 605 -10
41 787 10
41 944 -1
41 975 1
41 1033 10
41 1045 -1
41 1168 -1
41 1172 10
41 1312 -1
41 1489 1
41 1510 -10
41 1527 -1
41 1577 -1
41 1747 1
41 1752 -10
41 1754 -1
41 1822 1
41 1867 -10
41 1900 -1
41 1902 -1
41 1956 1
41 2178 -1
41 2320 10
41 2325 1
41 2376 -1
41 2443 -10
41 2465 10
41 2548 1
41 2587 1
41 2680 1
41 2739 -1
41 2984 -1
42 120 -1
42 165 10
42 523 10
42 715 1
42 1407 10
42 1470 1
42 1752 -10
42 1856 -1
42 1917 -10
42 1979 -10
42 2008 -10
42 2084 10
42 2740 1
42 2799 1
42 2917 -1
43 475 -1
43 498 -1
43 535 10
43 1018 -1
43 1100 10
43 1165 1
43 1455 -10
43 1667 10
43 1683 1
43 1875 1
43 1903 10
43 1915 -1
43 2408 1
43 2501 10
43 2881 10
44 159 1
44 408 1
44 433 1
44 1951 -1
44 2223 -1
45 438 -10
45 788 10
45 1148 10
45 1350 10
45 1454 -10
45 1650 10
45 1952 10
45 2087 10
45 2593 -10
45 2707 -10
45 2822 10
46 120 1
46 130 1
46 290 -1
46 769 -1
46 805 1
46 851 1
46 914 1
46 1057 -1
46 1273 1
46 1713 1
46 1826 1
46 1852 -1
46 2066 1
46 2111 1
46 2174 1
47 419 10
47 468 -10
47 1353 -10
47 1454 -10
47 1490 10
47 1669 10
47 1763 -10
47 2168 -10
47 2597 -10
48 545 -10
48 2389 -10
48 2440 10
48 2450 -10
48 2598 10
49 79 -10
49 102 -10
49 140 -10
49 226 -10
49 327 -10
49 348 -10
49 358 -10
49 379 -10
49 421 10
49 432 10
49 758 -10
49 765 -10
49 877 -10
49 947 -10
49 1115 10
49 1218 -10
49 1245 -10
49 1264 10
49 1350 10
49 1367 -10
49 1496 10
49 1539 10
49 1646 10
49 1708 10
49 1730 10
49 1753 10
49 1984 -10
49 2009 -10
49 2095 10
49 2109 10
49 2119 -10
49 2151 -10
49 2182 -10
49 2267 10
49 2359 10
49 2367 -10
49 2436 10
49 2440 -10
49 2576 -10
49 2607 -10
49 2621 -10
49 2674 10
49 2696 10
49 2800 -10
49 2808 10
49 2883 -10
49 2937 10
49 2953 10
49 2998 10
50 66 1
50 264 1
50 365 1
50 2202 1
50 2275 1
50 2894 -1
51 88 10
51 835 10
51 1576 -10
51 1910 -10
51 2091 10
51 2306 -10
51 2893 -10
52 482 -10
52 517 -10
52 565 -1
52 682 -1
52 1273 10
52 1866 1
52 1976 10
52 2080 -1
52 2317 -10
52 2457 1
52 2546 -1
52 2623 -10
52 2880 -10
53 159 -1
53 1279 -1
53 1458 -1
53 1992 -1
53 2073 1
53 2884 1
53 2946 1
53 2960 1
54 132 1
54 159 -1
54 594 1
54 613 -1
54 654 -1
54 972 1
54 1150 1
54 1184 -1
54 1552 -1
54 1713 -1
54 1754 -1
54 2190 1
54 2245 1
54 2453 1
54 2601 -1
54 2605 1
55 81 10
55 192 -1
55 269 -1
55 273 -10
55 459 1
55 539 1
55 685 -10
55 760 -10
55 857 -1
55 1158 -1
55 1481 10
55 1639 -1
55 1757 1
55 1982 10
55 2066 -10
55 2110 10
55 2173 -10
55 2212 -10
55 2326 -10
55 2579 1
55 2707 1
55 2784 10
56 605 10
56 1283 10
56 1374 10
56 2501 -10
56 2571 10
56 2938 -10
57 188 10
57 397 -10
57 485 10
57 588 10
57 732 10
57 736 10
57 773 -10
57 777 10
57 785 10
57 886 10
57 887 -10
57 1290 10
57 1369 -10
57 1477 10
57 1674 10
57 1911 10
57 1941 -10
57 2233 -10
57 2336 -10
57 2708 -10
57 2900 -10
58 93 -10
58 135 10
58 2049 10
58 2134 10
58 2211 10
58 2786 -10
58 2857 -10
59 132 -10
59 262 -10
59 491 10
59 517 10
59 581 10
59 1247 -10
59 1273 -10
59 1421 10
59 1500 -10
59 1791 -10
59 1842 -10
59 2379 -10
59 2675 10
59 2691 -10
59 2878 10
60 159 1
60 334 1
60 509 -1
60 1056 -1
60 1822 -1
60 2658 1
60 2899 -1
61 271 -10
61 926 10
61 1944 -10
61 2078 10
61 2278 10
61 2982 -10
62 89 10
62 98 -10
62 115 10
62 139 -10
62 177 10
62 257 10
62 277 10
62 290 10
62 306 -10
62 362 10
62 386 -10
62 427 1
62 456 -10
62 601 -10
62 722 -10
62 738 10
62 795 10
62 809 1
62 863 10
62 867 10
62 921 10
62 1023 -10
62 1092 -1
62 1338 -10
62 1367 1
62 1588 10
62 1625 10
62 1654 -10
62 1914 10
62 2049 -10
62 2152 10
62 2159 10
62 2194 -10
62 2221 10
62 2258 -10
62 2267 -10
62 2305 10
62 2317 -10
62 2426 -10
62 2443 -10
62 2541 -10
62 2595 -10
62 2631 10
62 2652 -1
62 2860 10
62 2887 10
63 120 -1
63 442 -1
63 927 1
63 956 -1
63 975 1
63 1009 -1
63 1037 1
63 1199 1
63 1212 -1
63 1344 1
63 1382 1
63 1702 -1
63 1799 1
63 1930 -1
63 2089 1
63 2099 1
63 2229 -1
63 2531 1
64 219 10
64 237 10
64 503 -1
64 540 -1
64 547 1
64 1001 10
64 1029 -10
64 1056 1
64 1088 10
64 1114 1
64 1292 10
64 1344 -1
64 1612 1
64 1665 1
64 1729 -10
64 1802 1
64 2176 10
64 2246 1
64 2305 -10
64 2501 10
64 2608 -1
64 2745 10
65 484 1
65 1291 -1
65 1381 1
65 1400 1
65 1596 -1
65 1694 1
65 2530 -1
65 2598 -1
66 71 -1
66 159 1
66 282 1
66 481 1
66 563 -1
66 720 1
66 819 1
66 1054 -1
66 1085 -1
66 1145 -1
66 1276 -1
66 1522 -1
66 1553 -1
66 1788 -1
66 1809 1
66 1822 -1
66 2202 1
66 2221 -1
66 2599 1
66 2815 1
66 2870 1
66 2894 1
66 2909 -1
67 217 10
67 541 10
67 1338 10
67 1864 -10
67 2389 -10
67 2848 -10
68 528 -10
68 605 -10
68 816 -10
68 1665 10
68 1724 -10
68 2176 -10
68 2219 -10
68 2412 -10
68 2585 -10
68 2748 10
68 2840 10
68 2944 -10
69 436 1
69 620 -1
69 923 1
69 1304 -1
69 1609 1
69 1674 -1
69 1879 -1
69 2787 1
69 2920 -1
70 312 -1
70 452 -1
70 600 -1
70 602 -1
70 1312 1
70 1363 -1
70 1441 1
70 1449 1
70 1529 1
70 1533 -1
70 1553 -1
70 1820 -1
70 2698 -1
70 2762 -1
70 2826 1
70 2983 -1
71 79 -1
71 292 1
71 359 1
71 392 -1
71 438 -1
71 479 1
71 503 -1
71 551 1
71 563 1
71 608 1
71 677 -1
71 701 -1
71 997 -1
71 1219 1
71 1533 1
71 1535 1
71 1637 -1
71 1645 -1
71 1684 -1
71 1699 1
71 1822 -1
71 2029 -1
71 2083 1
71 2132 1
71 2599 1
71 2604 1
71 2815 -1
72 153 -10
72 605 -10
72 671 10
72 1033 -10
72 2037 -10
72 2103 -10
72 2171 10
72 2443 -10
72 2634 10
73 188 -10
73 603 1
73 1042 -10
73 1489 1
73 1678 -10
73 2089 10
73 2166 -10
73 2277 10
73 2278 -10
73 2397 -1
73 2475 -10
73 2698 -1
73 2784 -1
73 2982 -10
74 226 10
74 275 1
74 542 1
74 774 1
74 995 1
74 1157 -1
74 1420 -10
74 1462 -10
74 1819 -10
74 2132 1
74 2204 -10
74 2221 10
74 2238 10
74 2409 -10
74 2441 1
74 2541 10
74 2635 1
74 2739 1
74 2842 1
74 2854 -1
75 146 -10
75 459 -10
75 712 -10
75 736 -10
75 1369 10
75 2008 -10
75 2233 -10
76 667 -10
76 739 10
76 844 -10
76 901 10
76 1270 -10
76 1273 -10
76 1601 -10
76 1728 -10
76 1760 10
76 2480 -10
77 120 1
77 483 -1
77 605 -10
77 715 1
77 859 -1
77 949 -10
77 963 10
77 975 -1
77 1148 10
77 1302 10
77 1363 -10
77 1552 1
77 1652 -1
77 1843 1
77 1951 -1
77 2887 -1
77 2959 1
78 88 1
78 432 1
78 602 1
78 633 -10
78 1157 1
78 1236 -1
78 1241 10
78 1547 10
78 1752 10
78 1754 1
78 2399 -10
78 2593 10
78 2923 -10
79 386 -10
79 389 -10
79 421 -10
79 529 -1
79 765 10
79 1039 -10
79 1106 1
79 1231 10
79 1535 1
79 1553 10
79 1660 1
79 1684 -1
79 1989 -10
79 1990 10
79 2018 10
79 2029 1
79 2119 10
79 2187 10
79 2565 -1
79 2805 -10
79 2808 -10
79 2884 -10
79 2937 -10
80 213 -10
80 1064 10
80 1065 10
80 1504 10
80 1671 -10
80 1730 10
80 2576 10
80 2585 10
80 2953 10
81 208 1
81 303 1
81 445 1
81 540 -1
81 693 1
81 1063 1
81 1300 1
81 1336 1
81 1488 1
81 1706 -10
81 1984 1
81 2038 1
81 2173 -10
81 2212 10
81 2366 1
81 2367 1
81 2638 -10
81 2666 10
81 2693 1
81 2774 1
81 2918 -1
82 163 10
82 328 -10
82 381 -10
82 415 -10
82 432 -10
82 499 10
82 533 10
82 656 -10
82 666 10
82 675 10
82 702 10
82 750 10
82 768 10
82 783 10
82 813 -10
82 816 -10
82 895 -10
82 905 -10
82 958 -1
82 1056 1
82 1286 10
82 1332 -10
82 1400 -1
82 1445 -10
82 1469 10
82 1481 1
82 1533 1
82 1612 -10
82 1752 10
82 1769 10
82 1773 10
82 1803 -10
82 1840 10
82 1921 -10
82 2009 10
82 2020 10
82 2122 -1
82 2387 10
82 2585 10
82 2661 10
82 2774 -1
82 2793 -10
82 2840 -10
82 2947 -10
82 2988 10
83 203 10
83 292 10
83 442 1
83 501 10
83 536 10
83 599 10
83 611 -10
83 656 10
83 742 -1
83 775 -10
83 938 10
83 943 -10
83 1009 1
83 1034 -10
83 1081 1
83 1087 -10
83 1236 -10
83 1313 -1
83 1365 1
83 1382 -10
83 1400 -10
83 1536 10
83 1587 -1
83 1626 -10
83 1887 -10
83 2049 -10
83 2134 10
83 2167 10
83 2211 -10
83 2229 -1
83 2307 1
83 2402 10
83 2464 10
83 2472 10
83 2474 10
83 2630 1
83 2715 10
83 2740 1
83 2773 -10
83 2810 10
83 2958 -10
84 511 10
84 534 -10
84 1148 -10
84 1752 -10
84 1795 -10
84 1961 10
84 2168 10
84 2374 -10
84 2429 -10
84 2923 -10
85 371 -10
85 1202 10
85 1363 -10
85 1456 10
85 1600 -10
85 1669 10
85 1896 10
85 2220 -10
85 2363 10
85 2395 -10
85 2942 -10
86 170 -10
86 420 -10
86 553 -1
86 616 -1
86 747 10
86 1110 1
86 1117 -1
86 1318 10
86 1424 10
86 1713 10
86 2320 1
86 2337 -1
86 2408 1
86 2562 -1
87 234 1
87 636 -1
87 1552 -1
87 1671 1
87 1856 -1
87 2547 1
87 2646 1
87 2854 -1
87 2943 1
88 113 -1
88 182 1
88 257 -1
88 330 -1
88 432 -1
88 507 -1
88 520 -1
88 602 -1
88 675 -1
88 697 -1
88 763 -1
88 907 1
88 1056 1
88 1101 1
88 1127 1
88 1137 -1
88 1176 -1
88 1267 -1
88 1291 -1
88 1311 1
88 1400 -1
88 1424 10
88 1481 1
88 1553 10
88 1576 10
88 1814 -1
88 1878 -1
88 2052 -1
88 2056 -1
88 2079 -10
88 2143 -1
88 2182 1
88 2285 1
88 2306 10
88 2342 -1
88 2349 -1
88 2353 1
88 2411 -1
88 2534 -1
88 2559 -1
88 2652 -1
88 2722 -1
88 2808 1
88 2953 -1
88 2962 -1
89 147 10
89 386 10
89 721 -10
89 2159 -10
89 2258 -10
89 2805 10
90 159 1
90 529 1
90 530 -1
90 740 -1
90 1120 -1
90 1342 1
90 1344 -1
90 1493 1
90 1552 -1
90 1694 -1
90 1982 1
90 2559 1
90 2854 -1
91 188 10
91 245 10
91 397 10
91 469 10
91 503 10
91 736 10
91 777 10
91 993 -10
91 996 10
91 1270 -10
91 1423 10
91 1464 -10
91 1589 -10
91 1674 10
91 1774 10
91 1916 -10
91 2049 -10
91 2113 10
91 2192 10
91 2233 10
91 2310 -10
91 2313 -10
91 2331 10
91 2334 10
91 2423 -10
91 2473 10
91 2587 10
91 2802 -10
91 2888 10
91 2889 -10
91 2923 10
92 125 -1
92 393 -10
92 432 -10
92 877 10
92 1054 -1
92 1342 -10
92 1344 -1
92 1790 -1
92 1797 -10
92 1803 -10
92 1895 10
92 1984 10
92 2178 1
92 2236 -10
92 2777 1
92 2972 -1
93 217 10
93 218 -10
93 737 10
93 837 10
93 1228 -10
93 1345 10
93 1525 -10
93 1674 -10
93 1752 10
93 2049 10
93 2130 -10
93 2169 -10
93 2211 10
93 2256 -10
93 2857 10
93 2920 10
94 292 10
94 867 10
94 989 10
94 1434 10
94 1805 -10
94 2065 -10
94 2513 -10
94 2706 -10
94 2907 10
95 354 10
95 362 10
95 390 -10
95 405 10
95 463 10
95 495 -10
95 516 -10
95 526 -10
95 625 -10
95 806 10
95 849 -10
95 902 -10
95 1121 -10
95 1141 10
95 1145 -10
95 1153 -10
95 1160 10
95 1267 10
95 1304 -10
95 1343 -10
95 1351 -10
95 1363 10
95 1420 -10
95 1455 10
95 1609 10
95 1669 10
95 1801 -10
95 1907 -10
95 2054 10
95 2255 -10
95 2259 10
95 2261 10
95 2267 -10
95 2274 -10
95 2363 10
95 2448 -10
95 2476 10
95 2491 -10
95 2672 10
95 2695 -10
95 2758 -10
95 2787 -10
95 2910 -10
96 101 10
96 170 10
96 245 10
96 441 10
96 443 -10
96 494 1
96 703 -1
96 747 -10
96 906 10
96 1056 -1
96 1075 -10
96 1126 -1
96 1138 -1
96 1312 -10
96 1652 10
96 1713 10
96 2074 -10
96 2089 10
96 2505 -1
96 2574 1
96 2614 -10
96 2800 1
97 114 -10
97 272 -10
97 569 10
97 767 -1
97 874 -1
97 965 1
97 972 -1
97 977 -10
97 1056 1
97 1073 10
97 1106 -1
97 1168 10
97 1192 -10
97 1278 10
97 1419 1
97 1622 -10
97 1689 -1
97 1730 -10
97 1741 10
97 1752 -10
97 1827 -10
97 1920 -1
97 2008 10
97 2828 -10
97 2870 -1
97 2957 1
98 290 -10
98 386 10
98 394 1
98 471 -1
98 512 -10
98 867 10
98 948 -10
98 1015 1
98 1054 -1
98 1069 -1
98 1258 10
98 1859 -1
98 2168 -10
98 2244 -10
98 2467 1
98 2594 1
98 2739 -1
98 2940 -1
99 432 10
99 806 -10
99 1328 -10
99 1754 -10
99 1852 -10
99 2388 10
99 2622 10
100 333 -10
100 409 10
100 432 -10
100 1113 10
100 1500 10
100 1752 10
100 1870 -10
100 1929 10
100 2206 10
100 2214 -10
100 2628 10
100 2668 -10
100 2796 10
100 2847 -10
101 245 -10
101 432 -10
101 472 -10
101 817 -10
101 1265 10
101 1488 10
101 1511 10
101 1606 -10
101 1652 -10
101 1667 10
101 1723 10
101 2089 -10
101 2261 10
101 2281 10
101 2477 10
101 2610 -10
101 2643 10
102 150 -10
102 159 -1
102 226 10
102 391 10
102 432 10
102 448 10
102 461 -10
102 484 10
102 705 -10
102 772 10
102 804 -10
102 835 -10
102 847 -10
102 865 -10
102 877 -10
102 951 10
102 1026 -1
102 1040 10
102 1088 10
102 1213 10
102 1356 10
102 1367 -10
102 1459 -10
102 1539 10
102 1576 10
102 1672 -10
102 1693 10
102 1698 -10
102 1711 10
102 1720 -10
102 1753 -10
102 1765 10
102 1802 -10
102 1819 -1
102 1924 10
102 2071 10
102 2095 10
102 2185 10
102 2211 -10
102 2315 -10
102 2384 -1
102 2409 -10
102 2412 1
102 2538 10
102 2567 10
102 2627 -10
102 2698 -10
102 2732 10
102 2745 -1
102 2759 -10
102 2796 -10
102 2979 -10
103 159 1
103 238 1
103 972 -1
103 1242 1
103 1347 -1
103 1470 -1
103 1954 1
103 2799 1
104 182 10
104 294 -10
104 299 -10
104 397 -10
104 638 -10
104 892 10
104 1286 -10
104 1335 -10
104 1464 10
104 1872 10
104 2009 -10
104 2092 10
104 2352 -10
104 2799 -10
104 2923 -10
104 2987 10
105 232 10
105 420 -10
105 892 -10
105 1100 -10
105 1139 -10
105 2494 -10
106 884 10
106 926 -10
106 1420 10
106 1462 -10
106 2033 -10
106 2660 -10
107 131 -10
107 177 10
107 245 10
107 252 10
107 255 -10
107 336 10
107 921 -10
107 1020 10
107 1062 10
107 1136 10
107 1179 -10
107 1228 10
107 1420 -10
107 1462 10
107 1674 10
107 1730 10
107 1751 10
107 1810 10
107 1848 -10
107 1931 10
107 1975 10
107 2204 10
107 2267 -10
107 2336 -10
107 2414 -10
107 2436 -10
107 2713 10
107 2843 10
107 2873 10
107 2984 10
108 433 -1
108 580 -1
108 680 1
108 1252 -1
108 1571 -1
108 1987 -1
108 2027 1
108 2095 -1
108 2314 -1
108 2378 1
108 2777 -1
109 1044 10
109 1692 10
109 1797 -10
109 2357 10
109 2389 10
109 2839 10
110 245 10
110 412 -1
110 655 -1
110 748 1
110 1452 -10
110 1741 -10
110 1754 1
110 1765 1
110 1957 10
110 1969 -1
110 2049 -10
110 2168 -10
110 2267 -10
110 2408 -1
110 2616 -10
110 2714 -1
111 483 -10
111 938 -10
111 1536 -10
111 1614 10
111 2141 -10
111 2670 -10
111 2719 10
111 2908 10
112 263 -1
112 616 -1
112 948 1
112 1089 -1
112 1660 -1
112 1683 -1
112 1999 -1
112 2408 -1
113 392 1
113 475 -1
113 520 1
113 1168 -1
113 1400 1
113 1523 -1
113 1743 1
113 1765 1
113 1942 1
113 2303 -1
113 2534 1
113 2762 1
114 433 -1
114 920 1
114 1273 -10
114 1639 -1
114 1722 -1
114 1752 -10
114 1916 -10
114 2248 -10
114 2261 1
114 2384 1
114 2828 10
114 2978 -1
115 257 10
115 291 -10
115 497 10
115 1350 -10
115 2442 -10
115 2443 -10
116 224 -10
116 754 10
116 815 -10
116 1361 -10
116 1669 -10
116 1961 -10
116 2622 -10
116 2658 -10
116 2784 -10
116 2967 -10
117 386 -10
117 449 10
117 819 10
117 923 -1
117 977 -9
117 1038 10
117 1087 10
117 1148 10
117 1425 10
117 1740 1
117 1934 1
117 2022 1
117 2061 10
117 2211 -10
117 2261 -10
117 2338 1
117 2674 -1
117 2964 1
117 2979 -1
118 553 -1
118 673 1
118 815 1
118 923 -1
118 1140 1
118 1146 -1
118 1281 -1
118 1660 1
118 1828 1
118 1934 1
118 2222 1
118 2272 1
118 2320 1
118 2337 1
118 2674 1
118 2690 -1
118 2693 -1
118 2860 1
118 2877 -1
119 269 1
119 1046 -1
119 1273 1
119 1718 -1
119 1868 1
119 2232 1
120 389 -1
120 423 -10
120 454 1
120 483 -1
120 715 1
120 792 -10
120 859 -1
120 943 1
120 975 1
120 979 10
120 1037 -1
120 1057 1
120 1158 1
120 1212 -1
120 1216 -1
120 1273 1
120 1344 1
120 1402 -1
120 1536 1
120 1665 -1
120 1673 1
120 1702 -1
120 1730 10
120 1826 -1
120 1855 -1
120 1856 -1
120 1968 1
120 1993 -1
120 2034 10
120 2187 -10
120 2211 10
120 2253 -10
120 2623 1
120 2740 -1
120 2797 10
120 2991 -10
121 164 -1
121 780 1
121 878 1
121 972 -1
121 982 1
121 1216 -1
121 2129 1
121 2445 -1
121 2890 -1
122 459 -1
122 634 -10
122 656 10
122 1158 -1
122 1488 10
122 1514 -1
122 1519 -10
122 1730 -10
122 1815 1
122 1829 10
122 2450 -1
122 2514 10
122 2675 10
122 2707 -1
122 2763 10
122 2810 -10
122 2942 -10
123 258 1
123 272 1
123 309 1
123 322 -1
123 378 -1
123 537 -1
123 636 -1
123 668 1
123 821 1
123 890 -1
123 935 1
123 1122 1
123 1666 -1
123 1941 -1
123 2291 -1
123 2428 1
123 2524 -1
123 2841 -1
123 2866 -1
123 2943 -1
123 2951 1
124 853 10
124 1420 10
124 1523 -10
124 2139 -10
124 2238 10
124 2865 10
125 458 10
125 506 1
125 753 10
125 850 -1
125 1054 1
125 1154 -1
125 1227 -1
125 1330 10
125 1342 -10
125 1901 1
125 2038 -1
125 2049 10
125 2091 -1
125 2108 -10
125 2211 -10
125 2777 -1
125 2972 1
126 359 -1
126 393 -10
126 691 -10
126 1046 -1
126 1148 -10
126 1187 10
126 1752 -10
126 2066 -1
126 2175 1
126 2414 1
126 2636 -1
126 2942 10
127 260 -10
127 285 -10
127 344 1
127 399 -1
127 406 1
127 815 -1
127 872 1
127 933 -10
127 1092 -10
127 1144 -1
127 1242 1
127 1316 1
127 1591 1
127 1659 -10
127 1752 10
127 1854 -1
127 2374 10
127 2705 -1
127 2712 10
127 2719 10
127 2808 1
127 2991 -10
128 495 10
128 526 10
128 1140 10
128 2485 -10
128 2490 -10
128 2677 10
128 2731 10
129 223 -10
129 237 10
129 376 10
129 450 -10
129 459 10
129 469 10
129 496 -10
129 578 -10
129 623 -10
129 678 10
129 745 -10
129 761 -10
129 800 -10
129 825 -10
129 1009 -1
129 1055 10
129 1136 10
