3000 7999
66 640 1
66 990 1
66 1161 -1
66 1778 -1
66 1970 1
66 2680 1
67 586 -1
67 2337 1
67 2502 1
67 2875 -1
68 819 1
68 937 -1
68 1054 -1
68 1098 1
68 1319 -1
68 1548 -1
68 1784 1
68 1999 -1
69 309 -1
69 310 -1
69 828 1
69 2871 -1
70 73 -1
70 257 -1
70 424 1
70 584 1
70 627 -1
70 1403 1
70 2351 -1
71 719 1
71 1227 -1
71 1610 1
71 2202 1
71 2476 -1
71 2724 1
71 2822 -1
72 155 -1
72 211 1
72 639 1
72 704 1
72 733 1
72 1755 1
72 2010 -1
73 506 -1
73 1467 1
73 1608 -1
73 2325 -1
73 2373 1
73 2787 -1
73 2841 1
74 343 -1
74 1060 -1
74 1833 -1
74 1992 -1
75 1553 -1
75 1595 1
75 1967 1
75 2445 -1
76 441 -1
76 1643 -1
76 1873 -1
77 220 1
77 691 1
77 886 -1
77 1711 -1
78 338 1
78 1726 1
78 1737 -1
78 2207 1
79 675 1
79 1169 -1
79 1345 1
79 1383 -1
80 1301 1
80 2223 -1
80 2509 -1
80 2960 1
81 596 1
81 939 1
81 1326 -1
81 1604 1
81 1861 1
81 1917 1
81 2253 1
81 2643 -1
82 732 1
82 887 1
82 912 -1
82 1038 1
82 2184 1
82 2398 1
82 2797 -1
82 2975 -1
83 344 -1
83 1159 -1
83 1264 -1
83 1738 -1
83 1905 1
83 1934 -1
83 2063 1
83 2164 -1
84 363 1
84 1735 -1
84 2481 -1
84 2602 -1
85 279 1
85 456 -1
85 998 1
85 2430 -1
86 2133 -1
86 2247 1
86 2381 -1
87 354 1
87 1232 1
87 2032 -1
87 2995 1
88 96 1
88 619 -1
88 1063 -1
88 1177 1
88 1381 -1
88 2163 1
88 2487 -1
88 2731 -1
89 440 1
89 499 1
89 841 -1
89 1076 -1
89 1786 -1
89 1979 -1
89 2645 1
89 2949 1
90 810 1
90 2146 1
90 2378 1
91 662 1
91 680 1
91 709 -1
91 1355 1
91 1512 1
91 2255 -1
91 2615 1
91 2658 -1
92 418 -1
92 473 -1
92 914 1
92 2855 1
93 885 1
93 2254 -1
93 2485 -1
93 2942 -1
94 105 1
94 1993 -1
94 2076 1
94 2314 1
95 311 -1
95 865 -1
95 1205 1
95 2157 -1
96 1837 1
96 1843 1
96 2288 1
97 612 -1
97 910 -1
97 1259 1
97 1408 1
97 1664 -1
97 2019 -1
97 2480 1
97 2629 -1
98 244 -1
98 1137 -1
98 1863 -1
98 2057 1
98 2074 -1
99 678 1
99 749 -1
99 797 -1
99 1045 -1
99 2189 1
99 2249 1
99 2295 -1
99 2358 -1
100 430 1
100 682 1
100 834 1
100 903 -1
100 1262 -1
100 2108 1
100 2889 -1
101 425 1
101 1011 1
101 1031 1
101 1202 -1
101 1666 1
101 2156 -1
101 2678 -1
101 2692 1
102 705 -1
102 776 1
102 799 1
102 937 -1
102 1318 -1
102 1670 -1
102 1845 1
102 2865 -1
103 1272 1
103 1454 -1
103 2454 -1
103 2498 1
104 282 1
104 795 1
104 2131 1
104 2155 1
105 895 -1
105 905 -1
105 1414 1
105 1570 1
105 2092 -1
105 2650 1
105 2817 1
106 880 -1
106 1082 -1
106 1603 -1
106 1692 -1
106 1902 -1
106 2455 -1
106 2602 1
106 2795 1
107 333 1
107 916 -1
107 1203 -1
107 1974 1
108 225 1
108 1749 1
108 2236 -1
108 2343 1
109 2307 1
109 2384 1
109 2389 -1
109 2934 1
110 637 1
110 1648 1
110 2205 1
110 2850 -1
111 124 -1
111 214 1
111 806 1
111 2873 -1
112 445 1
112 1438 -1
112 2049 -1
112 2769 -1
113 798 1
113 1075 -1
113 2100 1
114 362 -1
114 451 1
114 1298 -1
114 1929 1
115 588 -1
115 1554 1
115 1769 1
115 1817 1
116 194 1
116 2662 -1
116 2786 -1
117 706 -1
117 1061 -1
117 1093 -1
117 2601 -1
118 975 -1
118 985 1
118 1295 -1
118 1440 -1
118 1618 -1
118 1727 -1
118 1847 -1
118 1924 -1
119 323 1
119 1569 -1
119 2734 -1
119 2889 1
120 1083 -1
120 1208 -1
120 1881 -1
120 2677 1
121 393 -1
121 1589 1
121 1659 -1
121 2182 -1
122 226 -1
122 798 -1
122 1094 -1
122 1955 -1
122 2100 -1
122 2426 -1
122 2607 1
122 2672 1
123 461 1
123 471 1
123 1505 1
123 2830 -1
124 1150 1
124 2070 -1
124 2417 1
125 1319 1
125 2050 1
125 2482 -1
125 2728 -1
126 257 1
126 1485 1
126 2351 -1
126 2993 1
127 209 -1
127 826 1
127 848 1
127 1347 1
127 1982 1
127 2081 -1
127 2331 -1
127 2807 -1
128 692 -1
128 1099 1
128 1335 -1
128 2176 -1
128 2339 1
128 2500 -1
128 2558 -1
128 2679 1
129 777 1
129 1461 1
129 2082 1
129 2094 -1
130 296 -1
130 400 -1
130 425 1
130 822 -1
130 1989 -1
130 2172 -1
130 2887 1
130 2888 -1
131 1058 1
131 1079 1
131 1086 -1
131 1166 1
131 1484 -1
131 2148 -1
131 2579 -1
131 2983 -1
132 719 -1
132 866 -1
132 1505 -1
132 1610 1
133 303 -1
133 969 -1
133 1007 1
133 1562 1
133 1921 1
133 1953 1
133 2162 1
133 2748 1
134 198 1
134 492 1
134 874 1
134 1546 -1
135 456 -1
135 2513 -1
135 2783 -1
135 2940 -1
136 233 -1
136 247 1
136 899 -1
136 1449 -1
136 1709 1
136 2558 -1
136 2738 -1
136 2994 -1
137 191 1
137 305 -1
137 1063 -1
137 1067 -1
137 1150 1
137 1577 -1
137 1872 1
137 2487 1
138 1279 -1
138 1364 -1
138 1398 1
138 1516 1
138 1724 1
138 1971 -1
138 2220 1
138 2322 -1
139 234 -1
139 369 1
139 482 -1
139 615 1
139 825 1
139 960 -1
139 1332 -1
139 1681 1
140 558 1
140 2133 -1
140 2820 -1
141 1164 1
141 2400 -1
141 2631 -1
141 2862 -1
142 368 -1
142 1038 1
142 1074 -1
142 2759 -1
143 1555 1
143 1849 1
143 2023 -1
143 2653 -1
144 914 1
144 1236 -1
144 2516 -1
144 2855 -1
145 613 1
145 730 1
145 1541 -1
145 1590 -1
146 1022 1
146 1824 -1
146 2033 -1
146 2946 -1
147 330 -1
147 487 1
147 914 1
147 1059 -1
148 1756 -1
148 1935 -1
148 1955 -1
148 2426 1
149 448 -1
149 534 -1
149 987 -1
149 2423 -1
150 186 1
150 1239 1
150 1370 -1
150 1441 -1
150 1898 -1
150 2144 1
150 2437 1
150 2739 -1
151 682 1
151 1012 -1
151 1131 -1
151 1568 1
152 174 1
152 703 -1
152 776 1
152 799 1
153 398 -1
153 1127 1
153 1417 -1
153 1529 -1
153 1758 -1
153 2171 -1
153 2271 1
153 2413 1
154 209 -1
154 2371 -1
154 2677 1
154 2723 1
155 1027 -1
155 1789 1
155 1951 -1
156 1207 1
156 2019 -1
156 2471 1
156 2480 -1
157 198 -1
157 235 1
157 373 -1
157 2214 -1
158 582 1
158 1261 1
158 1574 -1
158 2292 -1
159 1538 1
159 1991 1
159 2729 -1
159 2931 -1
160 1119 -1
160 1727 1
160 2465 -1
161 551 -1
161 1200 -1
161 1595 1
162 477 1
162 782 1
162 2331 -1
162 2807 1
163 641 -1
163 900 1
163 2147 1
163 2957 -1
164 1086 1
164 2783 -1
164 2822 1
164 2868 1
165 225 1
165 2236 -1
165 2867 1
165 2886 1
166 238 1
166 1275 -1
166 1360 -1
166 1730 -1
167 287 -1
167 1625 1
167 1758 -1
167 2339 -1
168 958 1
168 1749 -1
168 2389 -1
168 2505 -1
169 510 1
169 2127 1
169 2792 -1
169 2893 1
170 721 1
170 2193 1
170 2402 -1
170 2955 1
171 864 1
171 2180 -1
171 2404 -1
171 2660 1
172 238 1
172 514 1
172 642 -1
172 1621 1
173 315 -1
173 1111 -1
173 1375 1
173 1432 1
174 1051 -1
174 1625 1
174 2405 1
175 829 1
175 1071 1
175 1940 -1
175 2636 -1
176 732 -1
176 2184 1
176 2194 1
176 2456 1
177 394 1
177 502 -1
177 518 1
177 1350 -1
177 1580 -1
177 1722 -1
177 2589 1
177 2999 1
178 402 -1
178 938 1
178 1062 -1
178 2214 -1
179 376 -1
179 400 1
179 1784 1
179 2887 1
180 419 1
180 474 1
180 2612 1
180 2961 -1
181 425 -1
181 942 -1
181 1132 1
181 1183 -1
181 2050 1
181 2241 -1
181 2481 1
181 2540 1
182 311 -1
182 572 -1
182 1837 -1
182 2667 1
183 197 1
183 827 1
183 1034 -1
183 2232 -1
184 338 1
184 460 -1
184 1226 -1
184 1394 1
184 1726 -1
184 1880 1
184 2727 -1
185 462 1
185 1589 -1
185 1641 -1
185 1920 -1
185 1965 1
185 2557 1
185 2844 -1
185 2912 1
186 1071 -1
186 2636 1
186 2874 -1
187 558 -1
187 1370 -1
187 1511 1
187 1534 -1
187 1801 1
187 2219 -1
187 2520 1
187 2984 1
188 1415 -1
188 2074 -1
188 2641 -1
188 2792 1
189 589 1
189 767 -1
189 1230 1
189 2911 1
190 342 1
190 408 1
190 801 1
190 946 -1
190 1292 1
190 1731 -1
191 599 1
191 1181 -1
191 1923 -1
191 1958 1
191 1983 1
191 2344 1
191 2735 1
192 1153 -1
192 1156 1
192 1323 -1
192 1512 -1
192 1943 1
192 2327 1
192 2643 1
192 2823 -1
193 682 -1
193 888 1
193 971 -1
193 980 -1
193 1073 1
193 1578 -1
193 1740 1
193 2535 1
194 428 1
194 1535 1
194 1941 -1
194 2096 1
194 2438 -1
194 2599 1
194 2941 -1
195 602 -1
195 1894 -1
195 1993 -1
195 2314 -1
196 1758 -1
196 2339 1
196 2549 1
197 582 -1
197 670 -1
197 1793 -1
197 2210 -1
197 2793 -1
197 2824 1
197 2851 1
198 206 1
198 535 1
198 1363 -1
198 2544 1
198 2942 -1
199 203 1
199 864 -1
199 899 1
199 1169 -1
199 1383 -1
199 1449 -1
199 2660 -1
199 2722 1
200 592 1
200 669 1
200 2877 -1
201 230 -1
201 523 -1
201 896 1
201 928 1
202 586 -1
202 1472 1
202 1743 -1
202 2875 -1
203 245 -1
203 290 -1
203 1486 1
203 2368 1
203 2404 1
203 2633 1
203 2660 -1
204 906 -1
204 997 -1
204 2159 -1
204 2262 -1
205 454 1
205 1066 -1
205 1399 1
205 2834 -1
206 375 -1
206 874 -1
206 2534 -1
207 1469 1
207 1732 1
207 2221 -1
208 452 1
208 1285 -1
208 1458 1
208 1598 1
208 2555 1
208 2654 -1
208 2938 -1
208 2953 1
209 218 1
209 313 1
209 427 -1
209 513 -1
209 1624 1
209 2463 -1
210 297 1
210 808 -1
210 1760 1
210 2188 -1
210 2422 1
210 2563 -1
210 2715 1
211 425 -1
211 980 1
211 1458 -1
211 1570 -1
211 1674 -1
211 2172 1
211 2662 1
212 1033 -1
212 2437 -1
212 2739 -1
212 2743 -1
213 366 -1
213 1053 -1
213 1313 1
213 1571 -1
214 795 1
214 1781 1
214 2064 -1
214 2070 1
214 2275 1
214 2383 1
215 317 -1
215 694 1
215 1037 1
215 1742 -1
215 1825 1
215 2304 1
215 2507 1
215 2539 1
216 669 1
216 718 1
216 801 1
216 1622 1
216 2222 -1
216 2284 -1
216 2400 -1
217 1757 -1
217 1818 -1
217 2362 -1
217 2508 1
218 1191 -1
218 2371 1
218 2962 -1
219 239 -1
219 813 -1
219 1001 -1
219 1800 -1
220 404 -1
220 777 1
220 2201 -1
221 851 1
221 872 1
221 988 1
221 2388 -1
222 743 -1
222 1150 -1
222 1337 1
222 1733 1
223 1055 -1
223 1638 1
223 2049 -1
223 2521 -1
224 566 -1
224 996 1
224 1533 -1
224 1802 1
225 233 1
225 1822 -1
225 1856 1
225 2012 -1
225 2374 1
225 2738 -1
226 505 1
226 949 1
226 1783 -1
226 2248 1
226 2420 -1
226 2435 1
226 2492 1
227 673 -1
227 2806 -1
227 2867 1
227 2886 -1
228 426 -1
228 1058 1
228 1086 -1
228 2898 -1
229 406 -1
229 1311 -1
229 1623 -1
229 2399 -1
230 1358 1
230 1371 -1
230 1774 -1
231 1662 1
231 2267 1
231 2300 -1
231 2340 -1
232 729 -1
232 1233 -1
232 1306 1
232 1600 1
232 1763 1
232 2243 1
232 2258 -1
232 2981 1
233 511 1
233 750 1
233 786 1
233 1093 1
233 1506 -1
233 2029 1
234 574 -1
234 984 1
234 1429 -1
234 1431 -1
234 2139 -1
234 2472 -1
234 2882 1
235 243 1
235 610 -1
235 2686 -1
236 575 -1
236 629 1
236 959 -1
236 1082 -1
236 1224 1
236 1902 1
236 2124 -1
236 2813 1
237 267 1
237 398 1
237 1662 -1
237 1873 -1
237 2581 1
237 2668 1
237 2892 1
237 2964 -1
238 1224 -1
238 1996 -1
239 953 -1
239 1387 -1
239 2105 -1
240 355 1
240 382 -1
240 2197 1
240 2227 1
241 610 -1
241 1143 1
241 1196 -1
241 1725 -1
241 1781 1
241 2022 1
242 441 1
242 1223 -1
242 1925 1
242 2753 1
243 370 1
243 373 1
243 616 1
243 644 1
243 993 1
243 1021 -1
243 2419 1
244 2133 1
244 2349 1
244 2501 -1
245 583 -1
245 2189 -1
245 2249 1
246 869 -1
246 1168 1
246 1823 1
246 2947 -1
247 308 1
247 1846 -1
247 2764 1
248 969 1
248 1007 1
248 1131 -1
248 1281 -1
249 838 1
249 1237 -1
249 1656 1
249 1797 1
249 2071 1
249 2548 1
249 2666 -1
249 2906 -1
250 382 -1
250 1619 1
250 2227 -1
250 2318 -1
251 445 1
251 672 -1
251 1438 -1
252 1077 -1
252 1263 1
252 1395 1
252 2187 -1
253 441 1
253 2075 -1
253 2173 -1
253 2919 -1
254 747 -1
254 835 1
254 853 1
254 952 1
255 723 -1
255 1134 1
255 2411 -1
255 2816 -1
256 359 -1
256 883 -1
256 1272 -1
256 2275 1
257 540 1
257 2068 -1
258 533 -1
258 604 -1
258 1392 -1
258 1417 -1
258 1768 1
258 1917 1
258 2171 1
258 2837 1
259 292 -1
259 1240 -1
259 1693 1
259 2312 -1
260 690 -1
260 1083 -1
260 1525 -1
260 2780 1
261 1417 -1
261 1720 -1
261 1758 1
261 1768 -1
262 1627 1
262 1934 -1
262 2300 -1
262 2367 -1
263 412 1
263 1477 1
263 2273 1
264 544 1
264 1331 1
264 1548 1
264 2260 -1
265 946 1
265 1586 -1
265 1765 -1
265 2055 1
266 524 -1
266 731 1
266 1056 1
266 1123 -1
266 1511 1
266 1757 -1
266 1813 -1
266 2508 1
267 360 1
267 464 -1
267 549 -1
267 829 1
267 2248 1
267 2396 -1
267 2413 -1
268 835 1
268 1115 1
268 1471 1
268 1698 1
268 1824 1
268 2033 -1
268 2137 -1
268 2752 -1
269 744 1
269 1538 -1
269 2328 -1
269 2585 -1
270 309 1
270 2008 -1
270 2174 1
270 2571 -1
271 516 -1
271 1849 1
271 2547 1
271 2653 -1
272 1056 1
272 1511 1
272 2847 -1
273 699 -1
273 1349 -1
273 1357 1
273 2225 1
273 2581 -1
273 2604 -1
273 2661 -1
273 2845 -1
274 365 1
274 732 -1
274 1233 -1
274 1444 1
274 1910 1
274 1968 1
274 2797 -1
274 2981 1
275 978 -1
275 1138 1
275 1235 -1
275 1701 -1
276 777 1
276 825 -1
276 1671 1
277 879 -1
277 928 1
277 1290 1
277 1583 -1
278 290 -1
278 1587 -1
278 1756 -1
278 2404 -1
279 1218 1
279 2078 1
279 2116 1
280 1409 -1
280 1585 -1
280 2811 -1
281 454 1
281 1066 -1
281 1635 1
281 2296 -1
282 656 1
282 1361 1
282 2341 1
283 478 -1
283 920 1
283 2840 -1
283 2987 1
284 623 1
284 1293 1
284 1627 1
284 2346 1
284 2450 -1
284 2490 -1
284 2740 1
284 2847 1
285 1750 -1
285 1784 1
285 1925 -1
285 2003 -1
285 2222 -1
285 2284 -1
285 2397 -1
285 2493 -1
286 500 1
286 878 1
286 2317 1
286 2652 -1
287 429 -1
287 461 -1
287 1224 1
287 2287 -1
287 2813 -1
287 2830 1
287 2884 -1
288 1489 1
288 2251 1
288 2525 1
288 3000 1
289 1292 1
289 1727 -1
289 2462 1
289 2465 1
290 401 -1
290 583 1
290 694 -1
290 1668 -1
290 2337 -1
290 2585 -1
291 1509 -1
291 2077 -1
291 2315 1
292 1593 1
292 1681 -1
292 2093 1
293 852 1
293 854 -1
293 2089 -1
293 2275 1
294 322 -1
294 329 1
294 1184 1
294 1562 -1
294 1921 -1
294 1984 1
294 2281 1
294 2469 -1
295 829 -1
295 1529 1
295 1940 -1
295 2413 1
296 804 -1
296 2369 1
296 2982 1
297 503 -1
297 1026 1
297 1122 1
297 1480 -1
297 1637 1
297 2037 1
297 2595 -1
298 339 -1
298 987 -1
298 2072 -1
298 2340 -1
299 678 -1
299 2088 1
299 2295 1
299 2679 1
300 852 -1
300 933 1
300 1039 1
300 1289 1
300 1528 -1
300 1925 1
300 2089 1
300 2601 -1
301 594 1
301 700 -1
301 1256 -1
301 1460 -1
301 1565 -1
301 1827 1
301 2637 1
301 2945 1
302 1217 1
302 1431 -1
302 2466 -1
303 2761 1
303 2763 1
303 2803 1
304 709 1
304 1022 1
304 1588 -1
304 1597 1
304 1716 -1
304 2624 -1
304 2658 -1
304 2883 1
305 1426 -1
305 1836 1
305 2261 -1
306 1354 -1
306 1561 1
306 1584 1
306 1675 -1
307 333 -1
307 1115 1
307 2120 -1
307 2957 1
308 343 1
308 897 -1
308 1420 -1
308 1993 1
308 2076 -1
308 2583 -1
308 2766 -1
309 614 -1
309 722 1
309 1340 -1
309 1413 -1
309 2277 1
309 2532 -1
310 1614 1
310 1688 1
310 2277 -1
311 688 1
311 774 1
311 2147 -1
311 2211 1
311 2392 1
311 2701 1
312 1081 -1
312 1187 -1
312 1472 -1
312 1501 1
312 1577 1
312 1743 -1
312 2023 1
312 2765 1
313 556 1
313 2495 1
313 2606 1
314 1511 -1
314 1534 1
314 1764 1
314 2682 1
315 546 -1
315 1464 1
315 2946 1
316 593 -1
316 600 1
316 1490 -1
316 2714 1
317 608 1
317 899 1
317 1729 -1
318 607 1
318 1002 -1
318 1972 1
318 1989 -1
319 1630 1
319 1838 -1
319 2711 -1
319 2972 1
320 1929 -1
320 2074 -1
320 2301 1
321 900 1
321 2133 -1
321 2147 1
321 2501 -1
322 1055 1
322 1728 1
322 2443 -1
323 604 1
323 1462 -1
323 1684 -1
324 728 -1
324 1248 -1
324 1429 -1
324 2317 1
325 342 1
325 946 -1
325 1276 -1
325 1663 -1
325 1883 1
325 2055 1
325 2467 1
325 2916 1
326 498 -1
326 1646 -1
326 1894 -1
326 2603 -1
327 614 1
327 2500 1
327 2532 1
327 2888 -1
328 347 1
328 379 -1
328 873 -1
328 879 1
328 1242 1
328 1616 -1
328 1775 -1
328 2729 1
329 684 1
329 1197 -1
329 1790 -1
329 2318 1
329 2414 1
329 2443 1
329 2757 1
330 1090 -1
330 1142 -1
330 1863 1
331 1484 -1
331 1501 1
331 1577 -1
331 1970 -1
331 2237 1
331 2579 1
331 2680 1
331 2881 1
332 724 -1
332 1360 -1
332 1730 1
332 2429 1
333 469 1
333 909 1
333 1006 1
333 1177 1
333 1339 -1
334 360 -1
334 829 1
334 2305 -1
334 2636 -1
335 780 -1
335 966 1
335 2017 -1
335 2890 -1
336 735 1
336 1847 1
336 2040 -1
336 2614 1
337 418 1
337 883 1
337 1712 -1
337 2442 -1
338 472 1
338 478 -1
338 728 -1
338 1369 1
338 2115 1
338 2353 1
339 658 1
339 1257 -1
339 2099 1
339 2236 -1
339 2477 1
339 2673 -1
339 2704 1
340 1201 -1
340 1253 1
340 2922 -1
340 2924 -1
341 1558 -1
341 2414 1
341 2489 1
341 2868 -1
342 1648 1
342 1654 -1
343 421 1
343 1658 1
343 1839 -1
343 1949 -1
343 2294 1
343 2764 -1
344 529 1
344 650 -1
344 666 1
344 846 -1
344 1399 1
344 1665 1
345 401 1
345 717 1
345 1110 1
345 1933 1
346 852 -1
346 1377 1
346 1925 -1
346 2753 1
347 413 1
347 685 -1
347 2216 -1
348 731 1
348 891 -1
348 2275 -1
348 2974 1
349 1145 1
349 1242 -1
349 2582 -1
349 2862 -1
350 887 -1
350 1155 1
350 1751 -1
350 1892 1
351 383 -1
351 562 -1
351 832 1
351 985 -1
351 1109 -1
351 1464 1
351 2084 -1
351 2441 -1
352 1840 1
352 2413 1
352 2712 -1
352 2733 -1
353 477 1
353 1833 1
353 1951 1
353 2160 1
353 2438 -1
353 2464 1
353 2941 1
354 640 -1
354 2584 -1
354 2665 1
355 678 1
355 1227 1
355 2588 1
356 615 -1
356 742 1
356 1200 -1
356 1683 -1
356 1977 -1
356 2110 -1
356 2235 -1
356 2512 -1
357 970 1
357 1891 1
357 2070 -1
357 2417 1
358 1782 1
358 2063 1
358 2380 1
358 2902 -1
359 482 -1
359 725 1
359 1074 1
360 1476 1
360 2332 1
361 1260 1
361 1283 -1
361 1995 1
361 2984 1
362 1125 1
362 2391 -1
362 2880 1
363 755 1
363 1923 1
363 2231 1
363 2453 -1
363 2459 1
363 2737 -1
363 2774 -1
364 693 1
364 1524 1
364 2252 -1
365 1475 1
365 2514 -1
365 2545 1
366 770 1
366 963 1
366 1567 1
367 926 -1
367 1274 -1
367 2374 1
367 2609 1
368 514 -1
368 642 -1
368 2256 -1
369 984 -1
369 1162 1
369 2755 -1
370 2306 1
370 2346 -1
370 2638 1
371 429 1
371 1313 -1
371 2843 1
372 484 1
372 622 1
372 774 -1
372 1122 1
372 1239 1
372 1637 1
372 1885 -1
372 2179 -1
373 422 -1
373 1363 -1
373 1447 -1
373 1809 1
373 2167 1
373 2242 1
374 398 1
374 1127 -1
374 1350 1
374 2832 1
375 800 -1
375 2015 -1
375 2026 1
376 1042 1
376 2064 -1
376 2632 -1
377 1121 -1
377 1398 1
377 1682 1
377 1866 -1
378 782 1
378 1883 -1
378 2427 1
378 2534 -1
379 411 1
379 2216 1
379 2530 1
380 838 -1
380 1237 1
380 2369 -1
380 2942 -1
381 475 1
381 959 1
381 1075 -1
381 1094 1
381 1558 -1
381 1898 1
381 2124 1
381 2224 -1
382 2250 1
382 2590 -1
383 1268 -1
383 1895 1
383 2958 1
384 926 1
384 1334 -1
384 2235 -1
384 2990 1
385 1051 -1
385 1459 1
385 1681 1
385 1741 1
385 1893 1
385 2040 -1
385 2196 1
385 2288 1
386 684 1
386 1197 -1
386 2439 -1
386 2724 -1
387 1172 -1
387 1389 -1
387 1772 -1
387 2278 -1
388 850 -1
388 1553 1
388 1977 -1
388 2658 1
389 666 1
389 943 -1
389 1710 1
389 2741 -1
390 498 1
390 610 -1
390 1963 1
390 2909 1
391 430 -1
391 1262 1
391 2646 -1
391 2848 1
392 795 -1
392 1891 1
392 2070 -1
392 2155 -1
393 1110 1
393 1208 1
393 1431 -1
393 1933 -1
393 2029 -1
394 396 1
394 1228 -1
394 1314 -1
394 1860 1
394 1949 1
394 2190 -1
394 2325 -1
395 1789 -1
395 1951 1
395 2031 1
395 2158 -1
396 1010 -1
396 1340 1
396 1612 1
397 1060 1
397 1833 -1
397 2160 1
397 2576 1
