800 1600
177 491 -1
177 596 1
178 355 1
178 538 1
179 264 -1
179 294 1
179 601 1
180 507 -1
180 531 1
180 583 1
180 590 1
181 255 -1
181 632 1
181 652 1
181 688 1
182 198 1
182 284 1
182 381 -1
182 478 -1
183 538 -1
183 751 -1
184 452 -1
184 687 1
185 194 1
185 390 1
185 705 1
186 206 -1
186 291 -1
186 548 -1
187 211 -1
187 542 -1
187 678 -1
188 448 1
188 528 -1
188 724 -1
189 259 1
189 779 -1
190 232 1
190 265 -1
190 340 -1
190 411 -1
191 524 -1
191 672 -1
191 741 -1
192 290 1
192 464 1
192 617 -1
192 764 -1
193 323 -1
193 561 -1
193 567 -1
193 602 -1
194 299 -1
194 497 1
195 224 -1
195 433 1
195 760 -1
196 300 1
196 506 -1
197 614 1
198 287 1
198 443 -1
198 486 -1
199 409 -1
199 423 1
200 220 1
200 367 1
200 729 -1
200 792 1
201 440 1
201 585 -1
201 743 -1
202 230 -1
202 311 -1
202 610 1
203 337 -1
203 795 -1
204 400 1
204 556 -1
205 496 1
205 503 -1
205 649 1
205 670 1
206 510 1
206 599 1
207 271 -1
207 334 1
207 589 -1
207 730 -1
208 224 1
208 658 -1
208 666 1
208 760 1
209 370 1
209 376 -1
209 595 -1
209 784 -1
210 276 1
210 446 -1
210 474 -1
211 377 1
211 435 -1
212 311 -1
212 514 1
212 587 -1
213 288 1
213 353 1
213 648 -1
213 673 1
214 325 1
214 365 1
214 439 -1
215 416 1
215 553 -1
215 615 -1
215 738 1
216 268 1
216 444 1
216 518 1
216 800 -1
217 296 1
217 414 1
217 436 1
217 728 -1
218 284 -1
218 671 1
218 677 -1
219 273 1
219 323 1
219 512 1
219 602 1
220 467 1
220 490 -1
220 749 -1
221 260 1
221 465 -1
221 795 -1
222 292 1
222 353 1
222 754 -1
223 336 1
223 467 1
223 490 1
223 571 1
224 716 1
225 362 1
225 476 -1
225 676 -1
226 380 -1
226 563 -1
226 611 1
226 746 1
227 279 1
227 473 -1
227 489 1
227 607 -1
228 241 -1
228 359 1
228 612 -1
229 387 1
229 699 1
229 790 -1
230 316 -1
230 655 -1
231 487 1
231 794 -1
232 317 -1
232 698 1
232 794 1
233 245 1
233 283 -1
233 450 1
234 462 1
234 483 -1
234 597 1
235 360 1
235 445 1
235 569 1
236 332 -1
236 393 -1
236 401 1
236 586 -1
237 361 1
237 603 1
237 752 1
237 786 1
238 332 1
238 393 -1
238 422 1
238 762 1
239 574 1
239 772 1
240 278 -1
240 463 -1
240 547 1
240 708 1
241 393 1
241 401 -1
241 646 1
242 569 1
242 790 -1
243 638 1
244 465 -1
244 626 1
245 395 1
246 454 -1
246 582 1
246 703 -1
247 393 -1
247 646 1
247 694 -1
247 762 1
248 333 -1
248 340 1
248 378 -1
248 411 -1
249 302 1
249 591 -1
249 783 1
250 372 1
250 499 1
250 555 -1
251 317 -1
251 332 -1
251 586 1
251 665 1
252 314 1
252 321 1
252 781 -1
253 445 -1
253 569 -1
254 335 1
254 732 1
254 780 1
255 585 -1
255 604 -1
256 266 1
256 358 1
256 371 1
256 757 -1
257 475 -1
257 600 1
257 638 1
258 472 -1
258 639 1
258 687 1
259 425 1
259 681 -1
260 473 1
260 682 -1
261 744 1
261 789 1
262 271 -1
262 334 1
262 664 1
263 380 1
263 563 -1
263 704 -1
263 709 -1
264 290 1
264 701 1
264 764 1
265 274 -1
265 694 -1
265 698 1
266 506 1
266 556 -1
267 338 -1
267 405 -1
267 463 -1
268 273 -1
268 540 1
269 412 -1
269 546 1
270 333 1
270 429 -1
270 770 -1
271 426 1
271 606 -1
272 315 -1
272 527 -1
273 309 1
273 518 1
274 315 1
274 411 -1
275 282 -1
275 522 1
275 524 1
275 741 -1
276 440 -1
276 773 -1
277 370 -1
277 594 -1
278 304 1
278 476 -1
279 288 1
279 300 -1
279 509 1
280 574 -1
280 663 -1
281 375 1
281 449 1
281 528 -1
281 713 -1
282 549 1
282 577 1
282 733 1
283 313 -1
283 799 -1
284 443 -1
284 731 1
285 337 -1
285 431 1
286 400 1
286 578 1
287 543 -1
287 641 -1
288 607 -1
288 702 1
289 314 1
289 673 1
290 294 1
290 379 -1
291 579 1
291 599 1
291 709 -1
292 529 -1
293 366 -1
293 736 1
293 779 1
294 299 1
294 418 1
295 425 1
295 507 -1
295 583 1
295 631 1
296 339 1
296 505 -1
296 787 1
297 642 -1
297 783 -1
298 686 -1
298 799 -1
299 390 1
300 702 1
301 452 1
301 582 1
301 687 1
302 306 -1
302 441 -1
302 651 1
303 546 1
303 797 1
304 338 1
304 463 1
304 588 -1
305 367 -1
305 680 1
306 478 1
306 653 -1
306 674 -1
307 627 -1
307 662 -1
307 707 -1
307 737 1
308 442 1
308 570 -1
308 712 1
309 512 1
309 763 -1
310 421 1
310 735 -1
310 796 1
311 320 -1
311 782 -1
312 506 -1
312 556 -1
313 450 -1
313 791 -1
314 572 -1
314 637 1
315 391 1
315 667 -1
316 345 -1
316 610 -1
316 613 1
317 340 1
318 377 -1
318 437 1
319 388 1
319 398 -1
319 459 1
319 623 -1
320 458 1
320 610 -1
320 693 -1
321 413 -1
321 639 1
321 734 -1
322 351 -1
322 392 -1
322 513 -1
323 412 1
324 692 -1
324 748 1
324 755 1
325 558 -1
325 559 1
326 349 1
326 368 -1
326 618 1
326 765 -1
327 429 1
327 434 -1
327 484 -1
328 335 1
328 366 1
329 531 1
329 601 1
330 447 -1
330 544 1
330 649 -1
330 723 1
331 450 -1
331 499 -1
331 555 -1
332 545 -1
333 667 1
334 455 1
335 590 1
336 652 1
336 688 1
338 661 1
339 342 -1
339 414 1
339 608 -1
340 586 -1
341 394 1
341 619 1
341 761 -1
342 505 1
343 492 1
343 549 -1
343 603 -1
343 786 -1
344 647 1
344 676 1
344 767 1
345 434 1
345 484 1
345 655 1
346 362 1
347 366 -1
347 397 -1
347 771 -1
348 500 -1
348 572 1
348 598 1
350 616 -1
350 714 -1
350 718 -1
351 565 1
351 772 -1
352 392 1
352 448 1
352 559 1
352 719 1
353 702 -1
354 389 1
354 435 -1
355 634 1
356 523 1
356 740 -1
357 494 1
357 661 -1
357 774 1
358 556 1
358 626 -1
359 401 -1
359 620 1
360 614 1
361 683 -1
362 644 1
363 501 -1
363 605 1
363 669 -1
363 707 -1
364 754 -1
365 643 1
365 678 1
367 490 1
368 564 1
368 718 1
369 427 1
369 532 1
369 680 1
370 584 -1
372 520 1
372 670 -1
372 712 1
373 375 1
373 481 -1
373 742 1
374 403 1
374 422 -1
375 592 -1
375 630 1
376 584 -1
377 387 1
378 401 -1
378 586 1
379 410 -1
379 418 1
379 617 1
380 420 1
380 778 -1
381 441 -1
381 731 1
382 399 -1
382 407 1
382 416 1
382 553 -1
383 425 -1
383 583 -1
383 755 -1
384 431 -1
384 627 -1
384 662 -1
385 388 -1
385 731 1
386 400 1
386 431 -1
387 437 -1
387 517 -1
388 428 -1
389 558 1
389 559 1
389 719 1
390 418 1
390 695 -1
391 527 -1
391 770 1
392 439 1
392 488 -1
394 482 1
394 535 -1
394 720 -1
395 399 -1
395 407 -1
396 581 -1
396 628 -1
397 507 -1
397 510 -1
397 631 -1
398 428 1
398 477 -1
399 442 -1
399 753 1
400 656 1
402 595 1
402 599 1
402 784 -1
403 545 1
404 552 1
404 693 1
404 722 1
405 560 1
406 609 1
408 435 -1
408 727 -1
409 533 1
409 540 1
409 642 -1
410 580 1
410 729 -1
411 667 1
412 512 -1
413 485 -1
413 689 -1
413 725 1
414 576 1
415 492 1
415 585 -1
415 604 -1
415 743 -1
416 520 -1
417 421 1
417 438 1
417 593 -1
417 735 1
418 580 -1
419 469 1
419 491 -1
419 596 -1
420 579 1
420 709 -1
421 532 -1
422 545 1
423 543 -1
423 641 1
423 769 -1
424 472 1
424 581 -1
425 657 1
426 446 -1
426 589 -1
426 683 1
427 700 -1
427 706 -1
427 739 -1
428 765 1
429 620 -1
430 633 -1
430 774 1
431 656 1
432 528 -1
432 713 1
432 766 1
433 468 1
433 691 -1
433 745 -1
434 613 1
434 620 1
435 542 1
436 619 -1
436 761 -1
436 787 1
437 659 1
437 699 1
438 460 1
438 632 -1
438 652 1
439 559 -1
441 478 1
441 591 1
442 483 -1
444 614 1
445 763 -1
446 606 -1
446 773 1
447 502 -1
448 488 -1
449 630 -1
449 663 -1
450 570 1
451 497 1
451 685 1
451 780 1
452 466 -1
452 539 1
453 493 1
453 505 1
453 523 1
453 787 -1
454 494 1
454 647 1
455 713 -1
455 730 -1
455 766 1
456 511 -1
456 618 -1
457 685 1
457 732 -1
457 775 1
457 780 1
458 527 -1
458 625 -1
459 543 -1
460 577 -1
460 733 1
460 735 -1
461 527 -1
461 612 -1
461 625 -1
462 534 -1
462 737 -1
463 776 1
464 624 -1
464 640 1
464 645 1
465 475 -1
465 682 -1
466 644 -1
467 522 1
467 741 -1
468 760 -1
469 493 -1
469 523 -1
469 740 -1
470 564 1
470 671 1
470 677 1
470 718 1
471 526 -1
471 539 -1
471 633 1
473 509 -1
473 660 1
474 606 -1
474 630 1
474 663 -1
476 708 -1
476 798 1
477 511 1
477 618 1
477 765 1
478 486 1
479 616 -1
479 650 1
480 541 -1
480 611 1
480 746 1
481 743 1
482 557 1
482 619 -1
483 753 1
484 722 1
485 554 -1
485 711 -1
485 734 -1
486 641 -1
486 653 -1
487 550 -1
487 596 1
488 513 1
488 724 1
489 660 1
491 493 1
492 717 -1
492 777 -1
493 495 1
494 703 1
495 761 1
495 787 1
496 502 1
496 597 1
498 605 1
498 697 1
498 747 1
499 570 -1
499 712 1
500 568 -1
500 781 -1
501 551 -1
501 600 -1
501 638 1
502 534 1
502 649 -1
503 615 1
503 738 1
504 611 -1
504 708 1
504 798 -1
505 525 1
508 567 -1
508 602 -1
510 771 -1
511 609 1
513 574 1
513 772 1
515 648 1
516 579 -1
517 797 -1
518 602 1
519 555 -1
519 634 1
520 615 1
521 691 -1
522 733 -1
522 749 1
523 525 -1
524 549 1
524 603 -1
526 554 1
526 628 -1
529 754 -1
530 722 1
532 706 1
533 744 1
534 597 1
536 573 -1
536 727 -1
537 541 -1
537 594 1
537 746 -1
538 634 1
538 668 -1
540 744 1
540 800 1
541 560 -1
542 565 -1
543 623 1
545 665 -1
546 690 1
547 696 1
547 776 -1
548 579 1
548 793 -1
549 777 -1
550 698 1
550 794 -1
551 578 -1
551 627 1
551 707 1
552 770 -1
553 697 -1
553 753 -1
554 568 -1
554 633 1
555 751 -1
557 616 1
557 650 -1
557 728 1
560 594 1
561 659 1
561 699 1
562 576 1
562 756 -1
562 758 1
563 696 -1
564 765 -1
565 678 -1
566 605 1
566 707 -1
566 737 -1
567 699 -1
567 790 -1
568 628 -1
568 734 1
571 672 -1
571 688 1
571 741 1
572 781 -1
573 721 1
573 766 -1
574 724 -1
575 736 -1
575 759 -1
575 779 1
576 608 -1
576 714 1
577 632 -1
577 777 1
578 600 -1
578 656 1
580 695 -1
582 689 -1
582 725 -1
584 594 1
587 716 1
587 782 -1
588 661 -1
589 752 -1
592 713 -1
592 730 -1
592 742 1
593 652 1
595 726 -1
599 726 -1
601 701 1
604 632 -1
604 777 -1
606 664 -1
607 648 -1
609 756 -1
610 625 1
612 613 1
612 620 -1
613 625 -1
615 670 -1
617 624 1
619 728 1
622 629 1
622 659 1
623 769 -1
624 700 1
624 739 1
626 682 1
626 757 -1
627 656 -1
629 690 -1
631 657 1
633 711 1
634 751 -1
635 694 -1
635 698 -1
635 762 -1
636 655 -1
636 691 1
636 745 1
637 648 -1
637 673 -1
638 669 1
639 689 -1
640 685 1
640 764 -1
640 775 -1
642 800 -1
643 690 -1
643 768 -1
644 647 1
644 676 1
645 685 -1
645 700 1
651 674 1
654 795 1
657 681 -1
657 793 -1
658 686 -1
660 682 -1
660 757 1
663 664 -1
666 686 -1
666 799 1
667 770 -1
671 756 -1
671 758 -1
674 789 -1
675 686 -1
676 798 1
677 731 1
678 768 1
679 791 -1
680 739 -1
681 759 1
681 779 1
683 752 1
683 773 1
684 727 1
684 772 1
687 689 1
690 797 -1
692 732 1
692 775 -1
693 782 -1
695 705 -1
696 704 -1
697 738 1
701 748 -1
701 755 1
703 725 1
703 774 -1
704 726 -1
705 706 -1
709 726 -1
710 736 1
711 725 1
711 774 1
714 758 -1
715 752 -1
715 786 -1
717 743 -1
717 786 -1
718 758 1
720 740 -1
721 727 -1
733 750 -1
734 781 -1
735 750 -1
738 747 -1
746 778 1
748 764 1
748 775 1
749 750 1
749 792 -1
750 796 1
754 788 -1
759 793 -1
767 798 1
768 797 -1
791 799 1
792 796 1
